paper_id,summary
SP:b19df5243359791fbaad005d6f13d7e9fdb0ff63,"The paper proposes a hierarchical multi - agent learning framework based on role - based RL. The proposed method, called RODE, first decomposes joint action spaces into restricted role action spaces by clustering actions according to their effects on the environment and other agents. Learning a role selector based on action effects makes role discovery much easier because it forms a bi - level learning hierarchy : role selector searches in a smaller role space and at a lower temporal resolution, while role policies learn in significantly reduced primitive action - observation spaces. The authors further integrate information about action effects into the role policies to boost learning efficiency and policy generalization. By virtue of these advances, RODE outperforms the current state - of - the - art MARL algorithms on 9 out of the 14 scenarios that comprise the challenging StarCraft II benchmark. Moreover, the learned RODE policy can be transferred to new environments with three times as many agents."
SP:7deb61890d97422a0fe141ca807f968c70ab239a,"This paper studies the stochastic subgradient descent ( SSGD ) method applied to over - parameterized nonsmooth optimization problems that satisfy an interpolation condition. By leveraging the composite structure of the empirical risk minimization problems, they prove that SSGD converges with rates O(1/ ) and O(log(1 / ), respectively, for convex and strongly - convex objectives when interpolation holds. These rates coincide with established rates for the stoenastic gradient descent ( SGD ) algorithm applied to smooth problems that also satisfy an intermediary condition. The analysis provides a partial explanation for the empirical observation that sometimes SGD and SSGD behave similarly for training smooth and nons mooth machine learning models. The authors also prove that the rate O( 1/ ) is optimal for the subgradient method in the convex   setting."
SP:c7e0b3fedc0d0409d662dd612b529fdacad2b03e,"This paper introduces a non - linear transformer architecture that can be trained in a "" reservoir "" setting, where some of the hidden layers are randomly initialized and never updated, but the rest of the layers are trained to converge to some fixed point in the output space. This is achieved by replacing the regular transformer layers in the reservoir layer with one or more of these “ reservoir ” layers mixed with a mixture of transformer layers, such that the output of each reservoir layer approximates the gradient of the top layer in the transformer. This way, the transformer can be approximated by back - propagating through the reservoir layers in a way that minimizes the gradients of the transformer layers ( thus avoiding the "" backward pass "" ). The authors show that this approach results in a reduction in wall - clock compute time until convergence as measured by the newly introduced AUCC metric. They also provide some empirical evidence that backward pass can be entirely skipped, in order to obtain better test set generalization.   This paper is inspired by both hybrid and non - hybrid transformer architectures. For hybrid, the authors consider a convolutional reservoir layer and a recurrent neural network reservoir layer. For non - recurrent reservoir layers, convolution layers are used, as well as a hybrid one, of course, by considering the fact that they can be combined with regular transformers. They show that their reservoir layers outperform their regular reservoir layers on various tasks."
SP:ba9f1d4738ec67a440346f3ac6c4cf35f7232077,"This paper proposes FILTRA ( Filmed Transformer - based Steerable CNN ), a novel and simple method to implement steerable convolution operators based on group representation theory. In particular, the authors show that kernel constructed by filter transform can be interpreted as a function in the cyclic group CN and dihedral group DN. This interpretation complete the puzzle of steerable CNN theory and provides a simple and simple way to implement a steerable operator. The authors propose to use filter transform to establish steerability between features in different group representation in cyclic groups CN and Dihedral groups DN. They verify the feasibility of FILTA for the classification and regression tasks on different datasets."
SP:c1116fbb4d058eb6be195b5d13d19a55ba86b602,"This paper proposes an optimal neural program synthesis approach where the goal is to find a program that satisfies user - provided constraints while maximizing the program ’s score with respect to a neural model. Specifically, this paper focuses on multimodal program synthesis tasks in which the user intent is expressed using combination of natural language ( NL ) and input - output examples. At the core of their method is a top - down recurrent neural model that places distributions over abstract syntax trees conditioned on the NL input. This model not only allows for efficient search over the space of syntactically valid programs, but also leverage automated program analysis techniques for pruning the search space based on infeasibility of partial programs that satisfy the user's constraints. The experimental results on a multimodale program synthesis dataset ( STRUCTUREDREGEX ) show that their method substantially outperforms prior state - of - the - art techniques in terms of accuracy and explores fewer states during search."
SP:55e02d79146bbb42f1ab6d4fafa2db5ddbe599b0,"This paper proposes a protein convolutional neural network ( PGCN ) to predict the specificity of proteases from data and a 3D structure - based molecular interaction energy graph, which is used to solve the classification problem for substrate specificity. The Rosetta energy function was used to generate a three - dimensional structure for each protease - substrate complex, which was converted into a connected graph that encoded potential energies for each single residue and each pair of residues. Using the subgraph that includes the bound peptide and neighboring protease residues, the P GCN predicted the behavior of the interaction and reached the same accuracy as the combination of sequence and energetic features. Furthermore, variable importance analysis was performed to identify the nodes and edges that are most influential in determining protease specificity."
SP:7727eeb7b17ad94ddfa0cf24e64a9626d83a8876,"This paper studies the effect of the underestimation bias in Double Q - Learning, a well - known method to tackle the overestimation problem. The paper shows that under certain assumptions on the perturbation of approximation error in the model provided by Thrun - Schwartz ( 1993 ), double Q - learning may incur in having non - optimal fixed points. To address this problem, the paper proposes a doubly bounded estimator, which utilizes an abstracted dynamic programming as a lower bound estimation to rule out the potential non - optimal fixed points in the Thrun and Schwartz model. The proposed method is evaluated on several Atari games and achieves a significant improvement over baseline algorithms."
SP:1d630b69f95392a5ef3d7d580b523e077a3555a8,"The paper proposes a compute - efficient GAN model, called NOT - SO - BIG - GAN, that achieves comparable image quality to the current SoTA DGM ( BigGAN ), but consumes half as much compute ( 256 TPU - v3 cores ). The method consists of two steps : 1 ) generate a low - resolution sampler by training a wavelet - based generative model in the wavelet domain, 2 ) super - resolve the generated wavelet back to the pixel domain using a novel wavelet super - resolution decoder network. Both the sampler and decoder can be trained in parallel and operate on much lower dimensional spaces, thus reducing the training cost. On ImageNet 512×512, the model achieves a Fréchet Inception Distance ( FID ) of 10.59 – beating the baseline BigGAN model – at half the compute ( $ 32 $ \ell_2 $ )."
SP:b943a73b1ec34867371325748dc3a91ff4011947,"This paper analyzes why pre - trained embedding networks with self - supervised training can provide comparable representations to those learned by supervised methods for few - shot classification in the setting of FSL. The authors first summarized the supervised FSL methods and explained why SSL is suitable for FSL using a simple contrastive framework. Then, the authors analyzed the main difference between supervised training and self - supervised training on FSL and obtained the bound for the gap between self - supervision loss and supervised loss. Finally, they proposed potential ways to improve the test accuracy under the setting   self - Supervised FSL."
SP:bd552f98e6a447cefa6b1a9bbdf40bc6539fb643,"This paper studies the possibility of non - global convergence of neural networks with finite widths to local minima in the training setting of teacher - student neural networks. In particular, this paper focuses on analyzing certain mathematical properties of a class of functions that are called angular distance ( AD ) functions. Specifically, the authors show that the minimum determinant of the associated matrices are always non - positive unless perfect alignment or the problem degenerates, and that the further from being degenerated, the further the AD function is from being non - negative. The paper also provides empirical evidence that the such properties hold for the specific AD function, which in term serve as a sufficient condition for the existence of no non - trivial local minimums for general m = 3.    The theoretical contribution of this paper is the following :   1. Proving that under the most basic settings, all student neurons must align with the teacher neuron at any local minimum ( e.g., at some random initialization ). 2. Extending this result to more general cases, where the proof can be reduced to analyzing the properties of   AD function. 3. Providing numerical guarantees that these properties can be easily verified numerically."
