paper_id,summary
SP:b19df5243359791fbaad005d6f13d7e9fdb0ff63,"This paper proposes an approach to role - based multi - agent learning by decomposing complex tasks into roles and policies. It is unclear how to efficiently discover such a set of roles, and the main contribution of this paper is to propose to first decompose joint action spaces into restricted role action spaces by clustering actions according to their effects on the environment and other agents, and then learn a role selector based on action effects to select a role in each role space using a bi - level learning hierarchy. The role selector searches in a smaller role space and at a lower temporal resolution, while role policies learn in significantly reduced primitive action - observation spaces. The paper further integrate information about action effects into the role policies to boost learning efficiency and policy generalization. The main contributions are the following : - The paper proposes to use action clustering as a learning strategy to learn role policies in both the joint action space and the role action space. - It proposes to generalize action - based role policies based on the role selector to a larger role space in each policy search. - The approach is evaluated empirically in two scenarios : ( 1 ) against the current state - of - the - art MARL algorithms on 9 of the 14 scenarios that comprise the challenging StarCraft II scenario, and ( 2 ) against a slightly different set of environments where the number of agents is slightly smaller. The results show that the proposed approach ( with minor modifications to the proposed role selector ) can learn more efficiently and more effectively in both scenarios. - In the second scenario, the proposed method ( with slightly smaller agents and slightly larger role spaces ) achieves rapid transfer to new environments with similar performance to the original one ( with three times as many agents ).   The paper is generally easy to follow and worth reading. However, there are a few typos in parts of the paper, and some of the explanations may be difficult to follow. Please see the notes for details."
SP:7deb61890d97422a0fe141ca807f968c70ab239a,"This paper studies the behaviour of the stochastic subgradient descent ( SSGD ) method applied to over - parametrized nonsmooth optimization problems that satisfy an interpolation condition. The authors leverage the composite structure of the empirical risk minimization problems to prove that SSGD converges to rates O(1/ ) and O(log(1 / ) for convex and strongly - convex objectives when the interpolation holds. These rates coincide with established rates for the stoenchastic gradient descent ( SGD ) method, which is applied to smooth problems that also satisfy a condition. Their analysis provides a partial explanation for the empirical observation that sometimes SGD and SSGD behave similarly for training smooth and nons mooth machine learning models. It also provides evidence that the sub - gradient rate is optimal for the SSGD method in convex settings."
SP:c7e0b3fedc0d0409d662dd612b529fdacad2b03e,"This paper presents Reservoir Transformer ( RPT ), a framework for training machine translation and masked language models that consists of transformer layers ( dubbed “ reservoir layers ” in the paper ), randomly initialized pre - defined blocks of data that are then iteratively updated using a compute - time - until - convergence ( CT ) mechanism. The authors propose to use this framework to train machine translation transformers ( MLPs ), which is a special type of transformer layer proposed in Wang et al. ( 2021 ), to replace the transformer layers in MLPs when they are not converging to the final wall - clock computation time ( until convergence ). The idea of using reservoir layers is to allow the machine translation process to process input data in a non - linear fashion, so that some of the randomly initialized blocks can be used to update the rest of the layers. The paper presents experiments on the Transformer - Language Model ( TML ) and Machine Translation ( MTL ) tasks, which compare the performance of using RPTs ( as well as transformer layers ) to that of vanilla MLPs. The main contributions of the paper are the following :    ( 1 ) An analysis of the effect of updating the random initialization blocks of Transformer layers on the convergence of the wall clock in terms of the average computation time of the final layer ( computed using the updated values of the previously initialized blocks ), showing that it is better than not updating the layers at all. ( 2 ) A set of experiments on language modelling tasks that compare the performances of vanilla TMLPs ( without the reservoir layers ) and Transformer LPs ( with and with the fully converged layers. ( 3 ) A study on machine translation tasks where the authors show that the reserved layers outperform vanilla LPs by a large margin.   The paper is well written and well presented, with clear explanations of the motivation for each of the proposed approaches."
SP:ba9f1d4738ec67a440346f3ac6c4cf35f7232077,"Filter transform has been widely used to construct steerable CNN to enhance the network robustness on geometry transformation of data and reduce overfitting. In this paper, the authors show that kernel constructed by filter transform can be interpreted in the group representation theory and provide a novel and simple approach to implement steerable convolution operators.    The main contribution of this paper is the following :   1 ) The authors provide a new interpretation of the Group Representation Theory ( GRT ), which has been used to derive the representation theory for the kernel representation of CNN. The main interpretation is that filter transformed kernels can be used to convolve input / output features in different group representation. This interpretation help complete the puzzle of steerable GRT and implement the CNN theory. 2 ) This paper provides a new and simple way to implement the Steinerable Convolutional Operator ( Soderberg - Rössler approach ) to increase the robustness of the network on the geometry transformation by using the filter transform technique."
SP:c1116fbb4d058eb6be195b5d13d19a55ba86b602,"This paper studies multimodal program synthesis ( MPS ), where the goal is to find a program that satisfies user - constraints while maximizing the program ’s score with respect to a neural model. The paper proposes an approach where the user intent is expressed using combination of natural language ( NL ) and input - output examples. The underlying neural model is a top - down recurrent neural model ( TRN ), which is trained using gradient descent.    The authors propose to use this recurrent model to search for a program in terms of the score $ \gamma$ of the latent variable $ \mathbb{R}$, where $ \theta$ is the difference between the output of the model and the input. The authors show that this search space is expandable and can be used to find programs that satisfy the user's constraints and maximise the program's score. They also show that their approach is robust to noise introduced by the noisy input from the user. They test their approach on a dataset of synthetic data points and show that it is as robust as the prior state - of - the - art techniques. The experimental results show that the proposed approach is more robust than the one used in the baselines, both when it comes to program search and program synthesis error. The main contributions of the paper are the following :   ( 1 )   - Proposes a recurrent neural program synthesis method based on TRN. The idea is to search a set of tasks for which the user has non - trivial objectives, such as to maximize the score of the neural model, and then synthesize the output from the program. This approach is not new ( as the authors have done before ), but is different from the previous approach in that it uses the output instead of the target score. The key difference is that the output ( output ) of TRN does not need to be the same as the input ( it only needs to be close to the target, i.e., the output can be a weighted sum of the input variables, but the target is the same. This allows the authors to use their method on tasks where the output may be different ( e.g., some may prefer input variables that are not similar to others ). The proposed approach does n’t require the output variables to be similar to other approaches, which leads to a more robust search. However, the authors argue that this approach is still not new and that the novelty of their method comes from the fact that it doesn't require the input to be different from other approaches. They compare their approach to existing methods on two tasks ( one where the input is assumed to be natural language and one where it is assumed the user is using examples ) and argue that their method is more stable."
SP:55e02d79146bbb42f1ab6d4fafa2db5ddbe599b0,"This paper proposes a new method for predicting the specificity landscape of the substrate specificity of a class of enzymes based on protein sequences. The method is based on a protein graph convolutional neural network ( PGCN ), which is a three - dimensional structure - based molecular interaction graph generated using the Rosetta energy function ( PEN ). The authors use it to determine the set of all sequence motifs that are recognized / cut / not recognized / not by the enzyme. It is important to distinguish between the sequences that the enzyme recognizes / cuts and the ones that it does not ( or does not not recognize / cut ). They evaluate their method on the task of protein classification, where they use the enzyme specificity landscape from the sequence patterns learned from experiments with a single enzyme. They show that their method is robust to even small mutational changes in the enzyme structure. They also compare their method with other methods that are based on machine learning models and show that its performance in classification tasks is equivalent or better to other methods.    The main contributions of this paper are as follows : 1. PEARL is a novel method for determining the specificity of the protein sequence of an enzyme based on the interaction between the enzyme and the structure of its functional groups. It uses the PEN with the three - dimension structure to do so ; 2. It derives the interaction graphs using PEN and derives the energy profiles of the interactions between the functional groups using the PENN. 3. They use PENN to train their model and compare it to a machine learning model that is based only on the interactions ( PENN and PENN ). Their method is computationally more efficient than the machine learning method as it uses PENN because PENN is physically based on interactions, while PENN uses information from PENN but is interpretable, and therefore requires more interpretability. The experiments on protein classification and disease prediction using PENN are not as good as the experiments on enzyme specificity. On the other hand, their experiments on disease prediction and enzyme specificity show that PENN performs much better than the one they compare to."
SP:7727eeb7b17ad94ddfa0cf24e64a9626d83a8876,"This paper studies the effect of the underestimation bias in Double Q - Learning ( DQL ), a classical method for reducing the overestimation of value estimates in Q - learning. The paper first shows that DqL suffers from an overestimation bias due to the fact that it computes the max - estimated values of the Bellman operator, which is biased towards computing higher values than the actual value estimates. Then, the paper proposes a simple but effective approach to address the problem of converging to non - optimal fixed points when computing the value estimates for solutions derived from DQLD. The approach leverages an approximate dynamic programming to bound the target value while minimizing the error of the estimator. The authors evaluate the proposed approach in two benchmark tasks on the Atari 100 benchmark and demonstrate its significant improvement over baseline methods.   The main contributions of this paper are the following :   ( 1 ) This paper shows that the underestimating bias of Double Q learning is more severe for fixed points than for estimated values. This observation is empirically verified using the following experiments on the following tasks : ( 2 ) It is shown that the converging problem is exacerbated when the fixed points are not accessible for the derived values. ( 3 ) The authors then propose an approximate solution to this problem by using a softmax estimator to estimate the maximum and minimum values for the points that would lead to the non - optimal fixed points. The method is evaluated on two tasks on Atari 100 and Atari 100 mini - ImageNet, where it is shown to outperform the baselines."
SP:1d630b69f95392a5ef3d7d580b523e077a3555a8,"The paper proposes a two - step training framework for deep generative models ( DGMs ) for generating high - dimensional natural images. The training consists of generating images in low - frequency bands by training a sampler in the wavelet domain and a decoder in the beam splitter domain, followed by generating the corresponding higher - dimensional images using the learned sampler and decoder. The main advantage of the proposed training framework over the previous methods is that the sampler can be trained in parallel, leading to generating images generated in much lower - dimensional spaces than those generated with end - to - end training. The authors demonstrate the effectiveness of their method on ImageNet with FID of 10.59, beating the baseline BigGAN model – at half the compute ( 256 TPU-v3 cores ). They also show that the training framework can be applied to generate images in the decoder domain, where the training only requires a fraction of the computational resources."
SP:b943a73b1ec34867371325748dc3a91ff4011947,"This paper studies self - supervised learning ( SSL ) for few - shot learning ( FSL ), a setting where the goal is to distill transferable knowledge on existing classes with large - scale labeled data into tasks on novel classes for which only a few labeled data are available. The paper first summarized the supervised FSL methods and explained why SSL is suitable for FSL. Then it further analyzed the main difference between supervised training and self - supervision training on FSL, and proposed ways to improve the test accuracy under the test setting of SSL. Finally, it proposed potential ways to augment SSL training to improve FSL practice.   The main contributions of this paper are as follows :   1 ) This paper studies the effect of pre - trained embedding networks ( pre - supervised training ) on the performance of downstream FSL tasks when applied to SSL - trained models. 2 ) It provides the bound for the difference between the loss terms when using SSL vs. self supervision. 3 ) It analyzes the main differences between the fine - grained loss terms for SSL and self supervision when using supervised training."
SP:bd552f98e6a447cefa6b1a9bbdf40bc6539fb643,"This paper analyzes the convergence of the parametrization of teacher - student neural networks with angular distance functions ( ADs ). The main idea is to prove that the student neuron weights must align with the teacher neuron at any local minima if the networks are to be considered "" not - too - wide "". The proof is built on the following three steps :    1. Under the assumption that global minima exist near the start of neural network initialization ( as is the case with first - order methods ), the paper shows that the input weights of student neurons eventually align with one of the teacher neurons. This suggests a distinct convergence nature for networks with finite widths where there might not be any local maxima near the initialization.   2. The paper extends the proof to more general cases, where the proof can be reduced to analyzing the properties of a special class of functions, called angular distance ( AD ) functions, which can be easily verified numerically. 3. Finally, the authors demonstrate that ADs can be used to verify the proof of these three steps."
