paper_id,summary
SP:b19df5243359791fbaad005d6f13d7e9fdb0ff63,"This paper proposes to decompose joint action spaces into restricted role action spaces by clustering actions according to their effects on the environment and other agents. Learning a role selector based on action effects makes role discovery much easier because it forms a bi - level learning hierarchy : the role selector searches in a smaller role space and at a lower temporal resolution, while role policies learn in significantly reduced primitive action - observation spaces. The proposed method ( 1 ) outperforms the current state - of - the - art MARL algorithms on 9 of the 14 scenarios that comprise the challenging StarCraft II benchmark and ( 2 ) achieves rapid transfer to new environments with three times the number of agents."
SP:7deb61890d97422a0fe141ca807f968c70ab239a,"This paper studies the behaviour of the stochastic subgradient descent ( SSGD ) method applied to over - parameterized nonsmooth optimization problems that satisfy an interpolation condition. By leveraging the composite structure of the empirical risk minimization problems, the authors prove that SSGD converges, respectively, with rates O(1 / ) and O(log(1/ ) for convex and strongly - convex objectives when interpolation holds. These rates coincide with established rates for the stoChastic gradient descent ( SGD ) algorithm applied to smooth problems. The analysis provides a partial explanation for the empirical observation that sometimes SGD and SSGD behave similarly for training smooth   machine learning models."
SP:c7e0b3fedc0d0409d662dd612b529fdacad2b03e,"This paper presents a method for training transformers for machine translation and language modelling. The method is based on the idea of "" reservoir layers "", which are non - linear layers that are interspersed with regular transformer layers. The main contribution of the paper is that the authors propose to use random initialization of the reservoir layers to improve the computation time until convergence of the transformers. The experiments are conducted on a number of machine translation tasks and language modeling tasks.  "
SP:ba9f1d4738ec67a440346f3ac6c4cf35f7232077,This paper studies steerable kernels constructed by filter transform. The authors show that the kernel constructed by the filter transform can be interpreted in the group representation theory. They also show that filter transformed kernels can be used to convolve input / output features in different group representation. This interpretation help complete the puzzle of steerable CNN theory and provides a novel and simple approach to implement steerable convolution operators.
SP:c1116fbb4d058eb6be195b5d13d19a55ba86b602,"This paper proposes an optimal neural synthesis approach for multimodal program synthesis, where the goal is to find a program that satisfies user - provided constraints while also maximizing the program ’s score with respect to a neural model. Specifically, the user intent is expressed using combination of natural language ( NL ) and input - output examples. The paper proposes a top - down recurrent neural model that places distributions over abstract syntax trees conditioned on the NL input. The experimental results show that the proposed method substantially outperforms prior state - of - the - art techniques in terms of accuracy and explores fewer states during search."
SP:55e02d79146bbb42f1ab6d4fafa2db5ddbe599b0,"This paper presents a protein graph convolutional neural network ( PGCN ) to predict the substrate specificity landscape of a protease enzyme, which is the set of all sequence motifs that are recognized / cut by the enzyme. The method is based on a structure - based molecular interaction graph generated using the Rosetta energy function that describes the topology and energetic features, to determine substrate specificity. The proposed method also readily lends itself to the design of novel enzymes with tailored specificity against disease targets."
SP:7727eeb7b17ad94ddfa0cf24e64a9626d83a8876,"This paper studies the double Q - learning problem, which is a classical method for reducing overestimation bias caused by taking maximum estimated values in the Bellman operation. The authors show that such underestimation bias may lead to multiple non - optimal fixed points under an approximate Bellman operator. To address the concerns of converging to non - optimal stationary solutions, the authors propose a simple but effective approach as a partial fix for the underestimation biases in double Q learning. The proposed approach leverages an approximate dynamic programming to bound the target value. Experiments on the Atari benchmark tasks demonstrate its significant improvement over baseline algorithms."
SP:1d630b69f95392a5ef3d7d580b523e077a3555a8,"This paper presents a simple yet cost - effective two - step training framework for deep generative models ( DGMs ) of high - dimensional natural images. The training is done by training a sampler in the wavelet domain and a decoder network in the low - frequency band. The sampler and decoder can be trained in parallel and operate on much lower dimensional spaces than end - to - end models. As a result, the training cost is substantially reduced. On ImageNet 512×512, our model achieves a Fréchet Inception Distance ( FID ) of 10.59 – beating the baseline BigGAN model – at half the compute ( 256 TPU - v3 cores )."
SP:b943a73b1ec34867371325748dc3a91ff4011947,"This paper studies the fewshot learning ( FSL ) setting, where the task is to distill transferable knowledge on existing classes with large - scale labeled data to cope with novel classes for which only a few labeled data are available. The authors first summarized the supervised FSL methods and explained why SSL is suitable for FSL. They further analyzed the main difference between supervised training and self - supervised training on FSL and obtained the bound for the gap between self - supervised loss and supervised loss. Finally, the authors proposed potential ways to improve the test accuracy under the setting."
SP:bd552f98e6a447cefa6b1a9bbdf40bc6539fb643,"This paper studies the convergence properties of neural networks with finite width. The authors prove that under the most basic settings, all student neurons must align with the teacher neuron at any local minima. The proof is based on analyzing the properties of a special class of functions that the authors call angular distance functions ( AD functions ).   The authors also show that these properties can be easily verified numerically. The paper is well - written and easy to follow."
SP:0f62846913ec10b44ed32845770da0565479dc75,"This paper introduces Deep Adaptive Semantic Logic ( DASL ), a framework for automating the generation of deep neural networks that incorporates user - provided formal knowledge to improve learning from data. The authors provide formal semantics that demonstrate that our knowledge representation captures all of first order logic and that finite sampling from infinite domains converges to correct truth values. They also demonstrate the effectiveness of their framework through a toy problem in which they add structure to an image classification task and demonstrate that knowledge of that structure reduces data requirements by a factor of 1000."
