paper_id,summary
SP:b19df5243359791fbaad005d6f13d7e9fdb0ff63,"This paper presents a method for multi - agent agent learning based on role - based learning. The authors propose to decompose joint action spaces into restricted role action spaces by clustering actions according to their effects on the environment and other agents. They further integrate information about action effects into the role policies to boost learning efficiency and policy generalization. The proposed method, RODE, outperforms the current state - of - the - art MARL algorithm on 9 out of the 14 scenarios that comprise the challenging StarCraft II scenario setting. They also demonstrate that conditioning the role selector and role policies on action representations enables learned RODE policies to be transferred to tasks with different numbers of actions and agents, including tasks with three times as many agents."
SP:7deb61890d97422a0fe141ca807f968c70ab239a,"This paper studies the behaviour of the stochastic subgradient descent ( SSGD ) method applied to over - parametrized nonsmooth optimization problems that satisfy an interpolation condition. The authors leverage the composite structure of the empirical risk minimization problems to prove that SSGD converges, respectively, with rates O(1/ ) and O(log(1 / ) for convex and strongly - convex objectives when interpolation holds. These rates coincide with established rates for the SGD method, which is applied to smooth problems that also satisfy an extrapolation condition.   The analysis provides a partial explanation for the empirical observation that sometimes SGD and SSGD behave similarly for training smooth and nons mooth machine learning models. The analysis also proves that the rate O( 1 / ) is optimal for the sub - gradient method in the convex setting."
SP:c7e0b3fedc0d0409d662dd612b529fdacad2b03e,"This paper presents a set of experiments on machine translation and ( masked ) language modelling tasks that explore non - linear transformer - based approaches for improving the performance of Transformer - based models. The main contributions are : ( 1 ) Demonstrating that transformers can perform better when some of the transformer layers are not updated, and ( 2 ) that the backward pass can be entirely skipped by approximating top - layer gradients using an approach called backskipping. The paper also presents results on different types of reservoir layers, including convolutional and recurrent neural network - based ones.   The paper is well - written and well - motivated, and the experimental results are clear and convincing. However, I have a few concerns that need to be addressed."
SP:ba9f1d4738ec67a440346f3ac6c4cf35f7232077,This paper proposes a new approach ( FILTRA ) to establish steerability between features in different group representation in cyclic group CN and dihedral group DN. The authors claim that the kernel constructed by filter transform can also be interpreted in the group representation theory. This interpretation help complete the puzzle of steerable CNN theory and provides a novel and simple approach to implement steerable convolution operators. Experiments are executed on multiple datasets to verify the feasibility of the proposed approach. FilTRA is based on the transformation invariance or equivariance in the network architecture to enhance the the network robustness on geometry transformation of data and reduce overfitting.    The main contributions of this paper are as follows :   1. This paper proposes to use filter transform technique to construct steerable neural networks. 2. It shows that filter transformed kernels can be used to convolve input / output features in both group representation and group representation. 3. It provides a new analysis for steerable networks based on group representation based analysis.
SP:c1116fbb4d058eb6be195b5d13d19a55ba86b602,"This paper proposes a neural program synthesis method based on a top - down recurrent neural model, where the goal is to find a program that satisfies user - provided constraints while maximizing the program ’s score with respect to a neural model. Specifically, we focus on multimodal synthesis tasks in which the user intent is expressed using combination of natural language ( NL ) and input - output examples. At the core of the method, a recurrent neural network is proposed that places distributions over abstract syntax trees conditioned on the NL input. The method is evaluated on the STRUCTUREDREGEX dataset ( Ye et al. 2020a ) for synthesizing regular expressions from linguistically diverse natural language descriptions and positive/negative examples. The results show that the proposed method substantially outperforms prior state - of - the - art techniques in terms of accuracy and explores fewer states during search. In addition, the method also allows us to leverage automated program analysis techniques."
SP:55e02d79146bbb42f1ab6d4fafa2db5ddbe599b0,"This paper presents a novel method for the classification of the specificity landscape of protease enzymes. The specificity landscape comprises the set of all sequence motifs that are either recognized / cut by the enzyme or, more importantly, that are not recognized/cut by the enzymes. This paper proposes a protein graph convolutional neural network ( PGCN ) that uses a structure - based molecular interaction graph generated using the Rosetta energy function that describes the topology and energetic features, to determine substrate specificity. The proposed method is based on experimentally derived data with a single enzyme and a physically - intuitive structure-based molecular interaction energy graph to solve the classification problem for protease specificity.   The authors compare their method with previously used machine learning models and show that its performance in classification tasks is equivalent or better than those of the previous state - of - the - art methods. The model also readily lends itself to the design of novel enzymes with tailored specificity against disease targets. The main contributions of the paper are as follows :   1. The authors propose a new method for classifying the specificity of a class of enzymes, which they call Protein Convolutional Neural Networks. They show that their method is more interpretable and highlights critical sub - graph patterns responsible for observed specificity patterns. 2. The method is capable of both prospective prediction of specificity of chosen protease enzyme and generating novel designed enzymes for disease treatment targets."
SP:7727eeb7b17ad94ddfa0cf24e64a9626d83a8876,"This paper studies the underestimation bias in Double Q - Learning ( DQ - Learning ), a classical method for reducing the overestimation bias caused by taking maximum estimated values in the Bellman operation. The authors show that DQL suffers from multiple non - optimal fixed points under an approximate Bellman operator. To address the concerns of converging non - optimal stationary solutions, they propose a simple but effective approach as a partial fix. This approach leverages an approximate dynamic programming to bound the target value. They extensively evaluate their proposed method in the Atari benchmark tasks and demonstrate its significant improvement over baseline algorithms. The proposed method is easy to combine with other existing techniques such as clipped double Q - learning."
SP:1d630b69f95392a5ef3d7d580b523e077a3555a8,"This paper presents a novel method for training deep generative models ( DGMs ) of high - dimensional natural images. The proposed method, called NOT - SO - BAG - GAN ( NSB -GAN ), consists of two steps : 1 ) generate images in low - frequency bands by training a sampler in the wavelet domain and 2 ) train a decoder in the decoder domain. The decoder is trained in parallel with the sampler, which allows for training on much lower - dimensional images than end - to - end models. The paper also proposes a novel wavelet decoder network, Wavelet - based down - based decoder, which preserves more structural information than pixel - based methods, leading to significantly better generative quality of the low - resolution sampler.   The main contributions of the paper are as follows :   1 ) Developing a method to jointly train DGs and decoders in a manner similar to how DeepGAN and VQVAE - 2 are trained. The main difference between these two methods is that DGs require much more compute resources ( 512 TPU - v3 cores ), whereas the proposed method only requires half that ( 256 TPU-v3 cores per decoder ). This means that the training of DGs can be done much more efficiently. 2 ) Leverage of the Wavelet-based decoder for training DGs. The method is shown to outperform the baseline BigGAN and ESRGAN on ImageNet with a distance ( FID ) of 10.59, beating the baseline with half the compute."
SP:b943a73b1ec34867371325748dc3a91ff4011947,"This paper analyzes why supervised self - supervised learning ( SSL ) is suitable for few - shot learning ( FSL ). SSL is a method that aims at distilling transferable knowledge on existing classes with large - scale labeled data to cope with novel classes for which only a few labeled data are available. Due to the limited number of novel classes, the initial embedding network becomes an essential component and can largely affect the performance in practice.   The paper first summarized the supervised FSL methods and explained why SSL is suitable. Then, it further analyzed the main difference between supervised training and self - supervised training on FSL and obtained the bound for the gap between self -supervised loss and supervised loss. Finally, it proposed potential ways to improve the test accuracy under the proposed improved training setting."
SP:bd552f98e6a447cefa6b1a9bbdf40bc6539fb643,"This paper analyzes the convergence property of neural networks with finite widths under the assumption that global minima are always close to zero in the case of first order methods. In particular, the authors show that for two - layer teacher - student neural networks, the input weights of student neurons eventually align with one of the teacher neurons. This is in contrast to the case with finite - width networks, where the input of each neuron is independent of the other. The authors then extend their analysis to more general cases where the proof can be reduced to analyzing the properties of a special class of functions that the authors call angular distance ( AD ) function. They show that these properties can be easily verified numerically under certain conditions.   First, they show that the minimum determinant of the mat mat mat is always non - positive unless perfect alignment or the problem is degenerated. Second, they demonstrate that AD function behaves as a potential function in the sense that the further from being degenerated, the further away from being non - negative. Third, they provide experimental results showing that the AD function can be verified under certain settings."
